1,1,119.11,331.46,142.57,61.48000000000002,1,1,1.0
1,2,208.22,245.91,98.91,46.34,1,1,1.0
1,3,728.61,263.73,85.54999999999995,41.879999999999995,1,1,1.0
2,1,95.94,336.8,142.58,61.49000000000001,1,1,1.0
2,2,208.2,245.9,98.91000000000003,46.33000000000001,1,1,1.0
2,3,713.47,264.62,85.53999999999996,41.889999999999986,1,1,1.0
3,1,72.77,339.48,142.57999999999998,61.47999999999996,1,1,1.0
3,2,208.17,245.88,98.91999999999999,46.34000000000003,1,1,1.0
3,3,700.1,269.08,85.53999999999996,41.879999999999995,1,1,1.0
4,1,48.71,343.93,142.57999999999998,61.49000000000001,1,1,1.0
4,2,208.15,245.87,98.91,46.329999999999984,1,1,1.0
4,3,688.51,269.97,81.09000000000003,41.879999999999995,1,1,1.0
5,1,21.98,345.71,146.16,61.48000000000002,1,1,1.0
5,2,208.13,245.85,98.91000000000003,46.34,1,1,1.0
5,3,675.15,276.21,81.08000000000004,41.879999999999995,1,1,1.0
6,1,0.0,353.73,145.87,61.47999999999996,1,1,1.0
6,2,208.11,245.84,98.90999999999997,46.34,1,1,1.0
6,3,667.13,274.42,74.87,41.879999999999995,1,1,1.0
7,1,0.0,353.73,127.2,65.07,1,1,1.0
7,2,208.09,245.82,98.91,46.34000000000003,1,1,1.0
7,3,650.2,276.21,74.87,41.870000000000005,1,1,1.0
8,1,0.0,353.73,102.2,69.57,1,1,1.0
8,2,208.07,245.81,98.91000000000003,46.339999999999975,1,1,1.0
8,3,635.05,277.99,79.35000000000002,41.90999999999997,1,1,1.0
9,1,0.0,353.73,81.7,69.57,1,1,1.0
9,2,208.04,245.79,98.91,46.34,1,1,1.0
9,3,621.68,281.6,83.82000000000005,44.539999999999964,1,1,1.0
10,1,0.0,353.73,53.2,71.37,1,1,1.0
10,2,208.02,245.78,98.91,46.34,1,1,1.0
10,3,604.75,282.49,83.82000000000005,44.539999999999964,1,1,1.0
11,1,0.0,353.73,31.8,72.26999999999998,1,1,1.0
11,2,208.0,245.77,98.91000000000003,46.33000000000001,1,1,1.0
11,3,589.6,285.16,83.81999999999994,44.539999999999964,1,1,1.0
12,2,207.98,245.75,98.91,46.339999999999975,1,1,1.0
12,3,574.46,285.16,83.80999999999995,44.539999999999964,1,1,1.0
13,2,207.96,245.74,98.91,46.329999999999984,1,1,1.0
13,3,560.2,288.73,85.59999999999991,44.56999999999999,1,1,1.0
14,2,207.93,245.72,98.90999999999997,46.34,1,1,1.0
14,3,545.94,289.62,84.75999999999999,41.879999999999995,1,1,1.0
15,2,207.91,245.71,98.91,46.33000000000001,1,1,1.0
15,3,528.12,294.08,87.48000000000002,41.81999999999999,1,1,1.0
16,2,207.89,245.69,98.91000000000003,46.339999999999975,1,1,1.0
16,3,513.86,295.86,87.48000000000002,41.81999999999999,1,1,1.0
17,2,207.87,245.68,98.90999999999997,46.329999999999984,1,1,1.0
17,3,494.26,299.42,91.03999999999996,41.80000000000001,1,1,1.0
18,2,207.85,245.66,98.91,46.34,1,1,1.0
18,3,473.76,302.99,91.03999999999996,41.789999999999964,1,1,1.0
19,2,207.82,245.65,98.91000000000003,46.34,1,1,1.0
19,3,462.18,304.77,91.04000000000002,41.79000000000002,1,1,1.0
20,2,207.8,245.63,98.90999999999997,46.34000000000003,1,1,1.0
20,3,441.69,308.33,91.04000000000002,41.80000000000001,1,1,1.0
21,2,207.78,245.62,98.91,46.339999999999975,1,1,1.0
21,3,421.19,310.11,101.76000000000005,47.099999999999966,1,1,1.0
22,2,207.76,245.6,98.91000000000003,46.34,1,1,1.0
22,3,404.26,313.68,101.75999999999999,47.089999999999975,1,1,1.0
23,2,207.74,245.59,98.90999999999997,46.34,1,1,1.0
23,3,390.0,317.24,101.76999999999998,47.099999999999966,1,1,1.0
24,2,207.71,245.58,98.91999999999999,46.33000000000001,1,1,1.0
24,3,370.4,318.13,101.76000000000005,47.10000000000002,1,1,1.0
25,2,207.69,245.56,98.91000000000003,46.339999999999975,1,1,1.0
25,3,350.79,324.37,107.13,49.81,1,1,1.0
26,2,207.67,245.55,98.91,46.329999999999984,1,1,1.0
26,3,327.63,321.7,115.10000000000002,53.420000000000016,1,1,1.0
27,2,207.65,245.53,98.91,46.34,1,1,1.0
27,3,309.8,326.15,115.09999999999997,53.420000000000016,1,1,1.0
28,2,207.63,245.52,98.91000000000003,46.33000000000001,1,1,1.0
28,3,287.53,332.39,115.10000000000002,53.420000000000016,1,1,1.0
29,2,207.61,245.5,98.90999999999997,46.339999999999975,1,1,1.0
29,3,267.92,327.94,115.09999999999997,61.43000000000001,1,1,1.0
30,2,207.58,245.49,98.91,46.329999999999984,1,1,1.0
30,3,248.32,335.06,115.10000000000002,61.44,1,1,1.0
31,2,207.56,245.47,98.91000000000003,46.34,1,1,1.0
31,3,222.48,337.74,126.64000000000001,61.45999999999998,1,1,1.0
32,2,207.54,245.46,98.91,46.34,1,1,1.0
32,3,202.88,341.3,126.63,61.45999999999998,1,1,1.0
33,2,207.52,245.44,98.91,46.339999999999975,1,1,1.0
33,3,179.71,350.21,126.64000000000001,61.460000000000036,1,1,1.0
34,2,207.5,245.43,98.91000000000003,46.339999999999975,1,1,1.0
34,3,152.08,348.4,144.42,68.62,1,1,1.0
35,2,207.47,245.41,98.91,46.34,1,1,1.0
35,3,128.91,353.75,144.42,68.62,1,1,1.0
36,2,207.45,245.4,98.91000000000003,46.34,1,1,1.0
36,3,102.18,358.2,144.42,68.62,1,1,1.0
37,2,207.43,245.39,98.90999999999997,46.33000000000004,1,1,1.0
37,3,77.23,363.55,144.42000000000002,68.62,1,1,1.0
38,2,207.41,245.37,98.91,46.339999999999975,1,1,1.0
38,3,46.93,371.57,144.42,68.62,1,1,1.0
39,2,207.39,245.36,98.91000000000003,46.329999999999984,1,1,1.0
39,3,21.98,377.81,144.42000000000002,68.62,1,1,1.0
40,2,207.36,245.34,98.90999999999997,46.34,1,1,1.0
40,3,3.27,381.37,144.42,68.62,1,1,1.0
41,2,207.34,245.33,98.91,46.33000000000001,1,1,1.0
41,3,3.27,381.37,128.32999999999998,74.82999999999998,1,1,1.0
42,2,207.32,245.31,98.91000000000003,46.339999999999975,1,1,1.0
42,3,3.27,381.37,103.33,73.02999999999997,1,1,1.0
43,2,207.3,245.3,98.90999999999997,46.329999999999984,1,1,1.0
43,3,3.27,381.37,81.93,73.02999999999997,1,1,1.0
44,2,207.28,245.28,98.91,46.34,1,1,1.0
44,3,3.27,391.2,46.33,66.80000000000001,1,1,1.0
45,2,207.25,245.27,98.92000000000002,46.34,1,1,1.0
45,3,3.27,408.1,22.330000000000002,49.89999999999998,1,1,1.0
